"PMNUM","TIMES_SCHEDULED","TIMES_ONTIME","TIMES_LATE","TIMES_NOT_COMPLETED","AVG_PLANNED_HRS","AVG_ACTUAL_HRS"
PM170779,4,4,0,0,2.0,2.0
PM170780,4,4,0,0,2.0,2.0
PM170781,4,4,0,0,2.0,2.0
PM170782,4,4,0,0,2.0,2.0
PM170783,4,4,0,0,2.0,2.0
PM170784,4,4,0,0,2.0,2.0
PM170785,4,4,0,0,2.0,2.0
PM170786,4,4,0,0,2.0,2.0
PM170787,4,4,0,0,2.0,2.0
PM170788,4,4,0,0,2.0,2.0
PM170789,4,4,0,0,2.0,2.0
PM170790,4,4,0,0,2.0,2.0
PM170791,4,4,0,0,2.0,2.0
PM170792,4,4,0,0,2.0,2.0
PM170793,4,4,0,0,2.0,2.0
PM170794,4,4,0,0,2.0,2.0
PM170795,4,4,0,0,2.0,2.0
PM170796,4,4,0,0,2.0,2.0
PM170797,4,4,0,0,2.0,2.0
PM170798,4,4,0,0,2.0,2.0
PM170799,4,4,0,0,2.0,2.0
PM170899,1,0,1,0,2.0,12.0
PM170934,16,14,2,0,0.625,0.625
PM170935,17,13,4,0,0.6176470588235294,0.6470588235294118
PM170936,17,14,3,0,0.6176470588235294,0.5882352941176471
PM170937,4,4,0,0,1.3125,1.125
PM170938,17,15,2,0,0.6176470588235294,0.5588235294117647
PM170939,4,4,0,0,1.3125,1.375
PM170940,17,15,2,0,0.6176470588235294,0.5882352941176471
PM170941,4,4,0,0,1.3125,1.125
PM170942,17,15,2,0,0.6176470588235294,0.5882352941176471
PM170943,4,4,0,0,1.3125,1.125
PM170944,17,15,2,0,0.6176470588235294,0.5882352941176471
PM170945,14,13,1,0,0.6071428571428571,0.5595238095238095
PM170946,16,15,1,0,0.609375,0.609375
PM170951,1,1,0,0,0.25,0.25
PM170952,4,4,0,0,1.0,0.875
PM170953,4,3,1,0,1.0,0.5
PM170954,5,4,1,0,1.0,1.0
PM170955,5,5,0,0,1.0,0.7
PM170956,2,2,0,0,0.5,0.5
PM170957,2,2,0,0,0.5,0.5
PM170958,2,2,0,0,0.5,0.5
PM170959,2,2,0,0,0.5,0.5
PM170960,2,2,0,0,0.5,0.5
PM170961,2,2,0,0,0.5,0.5
PM170962,2,2,0,0,0.5,0.5
PM170963,2,2,0,0,0.5,0.5
PM170964,3,2,1,0,0.5,0.5
PM170965,3,2,1,0,0.5,0.5
PM170966,2,2,0,0,0.5,0.5
PM170967,10,8,2,0,2.15,1.1
PM170968,10,8,2,0,2.15,1.45
PM170969,11,8,3,0,2.090909090909091,1.6666666666666665
PM170970,11,10,1,0,2.090909090909091,1.6666666666666665
PM170971,12,10,2,0,2.0416666666666665,1.3333333333333333
PM170982,6,6,0,0,1.0,0.9166666666666666
PM170983,6,6,0,0,2.0,1.6666666666666667
PM170984,6,6,0,0,2.0,1.8333333333333333
PM170985,6,6,0,0,2.0,1.75
PM170986,6,5,1,0,2.0,2.0
PM170987,6,5,1,0,2.0,2.0
PM170988,6,5,1,0,2.0,2.0
PM170989,6,6,0,0,2.0,2.0
PM170990,6,6,0,0,2.0,1.75
PM170991,6,6,0,0,1.0,0.75
PM170992,6,6,0,0,2.0,2.0
PM170993,6,6,0,0,2.0,2.0
PM170994,6,6,0,0,1.0,0.8333333333333334
PM170995,2,1,1,0,1.0,1.0
PM170996,2,2,0,0,0.5,0.5
PM170997,4,3,1,0,1.0,0.75
PM170998,4,4,0,0,1.0,1.0
PM170999,5,5,0,0,1.0,0.8
PM171000,5,5,0,0,1.0,0.7
PM171001,4,4,0,0,1.0,0.75
PM171003,5,5,0,0,1.0,0.8
PM171004,5,5,0,0,1.0,0.9
PM171005,2,2,0,0,1.0,0.75
PM171006,3,3,0,0,1.0,0.6666666666666666
PM171009,2,2,0,0,0.5,0.5
PM171010,2,2,0,0,0.5,0.5
PM171011,2,2,0,0,0.5,0.5
PM171012,2,2,0,0,0.5,0.5
PM171013,2,2,0,0,0.5,0.5
PM171014,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171015,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171016,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171017,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171018,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171019,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171020,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171021,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171022,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171023,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171024,2,2,0,0,0.3333333333333333,0.29166666666666663
PM171025,2,1,1,0,0.3333333333333333,0.29166666666666663
PM171052,4,4,0,0,1.0,1.0
PM171053,4,4,0,0,1.0,1.0
PM171056,11,11,0,0,4.0,4.0
PM171057,12,12,0,0,4.0,3.6666666666666665
PM171058,12,12,0,0,4.0,4.0
PM171059,12,12,0,0,8.0,7.875
PM171060,12,12,0,0,8.0,7.833333333333333
PM171062,12,12,0,0,8.0,8.0
PM171063,11,10,1,0,1.0,0.0
PM171064,11,10,1,0,1.0,0.0
PM171065,11,10,1,0,1.0,0.0
PM171066,11,10,1,0,1.0,0.0
PM171067,11,10,1,0,1.0,0.0
PM171068,11,10,1,0,1.0,0.0
PM171069,4,4,0,0,0.5,0.0
PM171070,4,4,0,0,0.5,0.0
PM171071,4,4,0,0,0.5,0.0
PM171072,4,4,0,0,0.5,0.0
PM171076,1,1,0,0,10.0,1.0
PM171077,1,1,0,0,10.0,1.0
PM171078,1,1,0,0,2.0166666666666666,2.0
PM171079,1,1,0,0,2.0166666666666666,2.0
PM171080,1,1,0,0,1.0,1.0
PM171081,1,1,0,0,1.0,1.0
PM171083,12,11,1,0,1.0,0.0
PM171085,12,12,0,0,1.5,0.125
PM171087,13,12,1,0,0.5,0.0
PM171088,13,12,1,0,0.5,0.0
PM171089,12,12,0,0,1.0,0.0
PM171091,13,12,1,0,1.0,0.0
PM171092,4,4,0,0,0.5,0.0
PM171093,4,4,0,0,0.5,0.0
PM171094,4,4,0,0,0.5,0.125
PM171096,4,4,0,0,0.5,0.125
PM171097,4,4,0,0,0.5,0.0
PM171098,4,4,0,0,0.5,0.0
PM171099,4,4,0,0,0.5,0.0
PM171100,4,4,0,0,0.5,0.0
PM171101,4,4,0,0,0.5,0.0
PM171102,4,4,0,0,0.5,0.0
PM171103,4,4,0,0,0.5,0.0
PM171104,4,4,0,0,0.5,0.0
PM171105,4,4,0,0,0.5,0.0
PM171108,4,4,0,0,0.5,0.0
PM171110,4,4,0,0,0.5,0.0
PM171111,4,4,0,0,0.5,0.0
PM171112,4,4,0,0,0.5,0.0
PM171113,4,4,0,0,0.5,0.0
PM171114,4,4,0,0,0.5,0.375
PM171115,4,4,0,0,0.5,0.375
PM171118,49,49,0,0,7.5,14.89795918367347
PM171119,49,49,0,0,7.5,14.683673469387756
PM171120,50,50,0,0,7.5,13.095666666666666
PM171121,50,50,0,0,7.5,13.291666666666668
PM171122,49,49,0,0,7.5,6.377551020408164
PM171127,49,49,0,0,2.75,11.95374149659864
PM171128,49,49,0,0,2.75,12.818707482993197
PM171129,50,50,0,0,2.75,11.565
PM171130,50,50,0,0,2.75,11.260333333333334
PM171131,10,10,0,0,7.5,14.2
PM171132,12,12,0,0,13.75,3.25
PM171133,10,10,0,0,2.75,8.2
PM171134,4,4,0,0,1.0,1.0
PM171159,12,12,0,0,3.0,3.0833333333333335
PM171168,1,1,0,0,3.0,1.0
PM171169,1,1,0,0,3.0,3.0
PM171170,1,1,0,0,3.0,3.0
PM171171,1,1,0,0,3.0,3.0
PM171172,1,1,0,0,3.0,6.0
PM171173,1,1,0,0,3.0,1.0
PM171174,2,2,0,0,1.0,0.75
PM171175,2,2,0,0,1.0,0.75
PM171176,2,2,0,0,1.0,0.75
PM171177,2,2,0,0,1.0,0.75
PM171178,2,2,0,0,1.0,0.75
PM171179,2,2,0,0,1.0,0.75
PM171180,2,2,0,0,1.0,0.75
PM171181,2,2,0,0,1.0,0.5
PM171182,2,2,0,0,1.0,1.0
PM171183,2,2,0,0,1.0,1.0
PM171184,2,2,0,0,1.0,1.0
PM171185,2,2,0,0,1.0,0.5
PM171186,2,2,0,0,1.0,0.5
PM171187,2,2,0,0,1.0,0.5
PM171189,2,2,0,0,1.0,0.75
PM171190,2,2,0,0,1.0,0.75
PM171209,1,1,0,0,2.0,2.0
PM171210,1,1,0,0,2.0,2.0
PM171211,1,1,0,0,2.0,2.0
PM171212,1,1,0,0,2.0,2.0
PM171213,1,1,0,0,2.0,2.0
PM171214,1,1,0,0,2.0,2.0
PM171215,1,1,0,0,2.0,2.0
PM171216,1,1,0,0,2.0,2.0
PM171217,1,1,0,0,2.0,2.0
PM171218,1,1,0,0,2.0,2.0
PM171219,1,1,0,0,2.0,2.0
PM171220,1,1,0,0,2.0,2.0
PM171221,1,1,0,0,2.0,2.0
PM171222,1,1,0,0,2.0,2.0
PM171223,1,1,0,0,2.0,2.0
PM171224,1,1,0,0,2.0,2.0
PM171354,2,2,0,0,1.0,1.0
PM171355,2,2,0,0,1.0,1.0
PM171356,2,2,0,0,1.0,1.0
PM171357,2,2,0,0,1.0,1.0
PM171358,2,2,0,0,1.0,1.0
PM171359,2,2,0,0,1.0,1.0
PM171360,2,2,0,0,1.0,1.0
PM171361,2,2,0,0,1.0,1.0
PM171362,2,2,0,0,1.0,1.0
PM171363,2,2,0,0,1.0,1.0
PM171365,2,2,0,0,1.0,1.0
PM171366,2,2,0,0,1.0,1.0
PM171367,2,1,1,0,1.0,1.25
PM171368,2,2,0,0,1.0,1.0
PM171369,2,2,0,0,1.0,1.0
PM171370,2,1,1,0,1.0,2.0
PM171371,2,1,1,0,1.0,1.0
PM171372,2,2,0,0,1.0,1.5
PM171373,2,1,1,0,1.0,1.5
PM171374,2,2,0,0,1.0,1.0
PM171375,2,1,1,0,1.0,1.25
PM171377,2,1,1,0,1.0,1.25
PM171378,2,1,1,0,1.0,1.0
PM171379,2,2,0,0,1.0,1.0
PM171380,2,1,1,0,1.0,1.0
PM171381,2,2,0,0,1.0,1.0
PM171382,2,2,0,0,1.0,1.0
PM171383,2,2,0,0,1.0,1.0
PM171384,2,2,0,0,1.0,1.0
PM171385,2,2,0,0,1.0,1.0
PM171387,2,2,0,0,1.0,1.0
PM171388,2,2,0,0,1.0,1.0
PM171389,2,2,0,0,1.0,1.25
PM171390,2,2,0,0,1.0,1.25
PM171391,2,1,1,0,1.0,1.25
PM171392,2,1,1,0,1.0,1.5
PM171394,2,2,0,0,1.0,1.25
PM171395,2,1,1,0,1.0,1.25
PM171396,2,1,1,0,1.0,1.25
PM171397,2,2,0,0,1.0,1.75
PM171411,6,6,0,0,0.25,0.1722222222222222
PM171412,6,6,0,0,0.25,0.1722222222222222
PM171413,6,6,0,0,0.25,0.1722222222222222
PM171414,6,6,0,0,0.25,0.1722222222222222
PM171415,6,6,0,0,0.25,0.1722222222222222
PM171416,6,6,0,0,0.25,0.1722222222222222
PM171417,6,6,0,0,0.25,0.1722222222222222
PM171418,6,6,0,0,0.25,0.1722222222222222
PM171419,6,6,0,0,0.25,0.1722222222222222
PM171420,6,6,0,0,0.25,0.1722222222222222
PM171421,6,6,0,0,0.25,0.1722222222222222
PM171422,6,6,0,0,0.25,0.1722222222222222
PM171423,6,6,0,0,0.25,0.1722222222222222
PM171424,6,6,0,0,0.25,0.1722222222222222
PM171425,6,6,0,0,0.25,0.1722222222222222
PM171426,6,6,0,0,0.25,0.1722222222222222
PM171427,6,6,0,0,0.25,0.1722222222222222
PM171428,6,6,0,0,0.25,0.1722222222222222
PM171429,6,6,0,0,0.25,0.1722222222222222
PM171430,6,6,0,0,0.25,0.1722222222222222
PM171431,6,6,0,0,0.25,0.1722222222222222
PM171433,6,6,0,0,0.25,0.1722222222222222
PM171434,6,6,0,0,0.25,0.1722222222222222
PM171435,6,6,0,0,0.25,0.1722222222222222
PM171436,6,6,0,0,0.25,0.1722222222222222
PM171437,6,6,0,0,0.25,0.1722222222222222
PM171438,6,6,0,0,0.25,0.1722222222222222
PM171439,6,6,0,0,0.25,0.1722222222222222
PM171440,6,6,0,0,0.25,0.1722222222222222
PM171441,6,6,0,0,0.25,0.1722222222222222
PM171442,6,6,0,0,0.25,0.1722222222222222
PM171443,6,6,0,0,0.25,0.1722222222222222
PM171444,6,6,0,0,0.25,0.1722222222222222
PM171445,6,6,0,0,0.25,0.1722222222222222
PM171446,6,6,0,0,0.25,0.1722222222222222
PM171447,6,6,0,0,0.25,0.1722222222222222
PM171448,6,6,0,0,0.25,0.1722222222222222
PM171449,6,6,0,0,0.25,0.1722222222222222
PM171450,6,3,3,0,0.25,0.13333333333333333
PM171451,6,5,1,0,0.25,0.13333333333333333
PM171452,6,3,3,0,0.25,0.1361111111111111
PM171453,6,5,1,0,0.25,0.13333333333333333
PM171454,6,3,3,0,0.25,0.13333333333333333
PM171455,6,5,1,0,0.25,0.13333333333333333
PM171456,6,3,3,0,0.25,0.13333333333333333
PM171457,6,5,1,0,0.25,0.13333333333333333
PM171458,6,3,3,0,0.25,0.13333333333333333
PM171459,6,5,1,0,0.25,0.13333333333333333
PM171460,6,3,3,0,0.25,0.13333333333333333
PM171461,6,5,1,0,0.25,0.13333333333333333
PM171462,6,3,3,0,0.25,0.13333333333333333
PM171463,6,5,1,0,0.25,0.13333333333333333
PM171464,6,5,1,0,0.25,0.13333333333333333
PM171465,6,6,0,0,0.25,0.13333333333333333
PM171466,6,5,1,0,0.25,0.13333333333333333
PM171467,6,6,0,0,0.25,0.13333333333333333
PM171468,6,5,1,0,0.25,0.13333333333333333
PM171469,6,6,0,0,0.25,0.13333333333333333
PM171470,6,5,1,0,0.25,0.13333333333333333
PM171471,6,6,0,0,0.25,0.13333333333333333
PM171472,6,5,1,0,0.25,0.13333333333333333
PM171473,6,6,0,0,0.25,0.13333333333333333
PM171474,6,5,1,0,0.25,0.13333333333333333
PM171475,6,6,0,0,0.25,0.13333333333333333
PM171476,6,5,1,0,0.25,0.13333333333333333
PM171477,6,5,1,0,0.25,0.13333333333333333
PM171478,6,4,2,0,0.25,0.13333333333333333
PM171479,6,5,1,0,0.25,0.13333333333333333
PM171480,6,4,2,0,0.25,0.13333333333333333
PM171481,6,5,1,0,0.25,0.13333333333333333
PM171482,6,4,2,0,0.25,0.13333333333333333
PM171483,6,5,1,0,0.25,0.13333333333333333
PM171484,6,4,2,0,0.25,0.13333333333333333
PM171485,6,5,1,0,0.25,0.13333333333333333
PM171486,6,4,2,0,0.25,0.13333333333333333
PM171487,6,5,1,0,0.25,0.13333333333333333
PM171489,1,1,0,0,0.5,0.5
PM171490,1,1,0,0,1.5,1.5
PM171492,3,3,0,0,0.5,0.5
PM171494,13,11,2,0,0.5,0.5
PM171518,9,5,4,0,1.5925925925925928,1.6574074074074074
PM171519,9,5,4,0,1.5925925925925928,1.5925925925925928
PM171521,9,5,4,0,1.5925925925925928,1.638888888888889
PM171522,9,6,3,0,1.5925925925925928,1.6111111111111114
PM171523,9,6,3,0,1.5925925925925928,1.666666666666667
PM171524,9,6,3,0,1.5925925925925928,1.5925925925925928
PM171596,1,1,0,0,0.25,0.25
PM171597,1,1,0,0,0.25,0.25
PM171598,1,1,0,0,0.25,0.25
PM171599,1,1,0,0,0.25,0.25
PM171600,1,1,0,0,0.25,0.25
PM171601,1,1,0,0,0.25,0.25
PM171602,1,1,0,0,0.25,0.25
PM171604,1,1,0,0,0.25,0.25
PM171605,1,1,0,0,0.25,0.25
PM171606,1,1,0,0,0.25,0.25
PM171607,1,1,0,0,0.25,0.25
PM171608,1,1,0,0,0.25,0.25
PM171609,1,1,0,0,0.25,0.25
PM171610,1,1,0,0,0.25,0.25
PM171611,1,1,0,0,0.25,0.25
PM171612,1,1,0,0,0.25,0.25
PM171613,1,1,0,0,0.25,0.25
PM171614,1,1,0,0,0.25,0.25
PM171615,1,1,0,0,0.25,0.25
PM171616,1,1,0,0,0.25,0.25
PM171617,1,1,0,0,0.25,0.25
PM171618,1,1,0,0,0.25,0.25
PM171619,1,1,0,0,0.25,0.25
PM171620,2,0,2,0,16.0,2.5
PM171622,1,1,0,0,0.25,0.5
PM171623,1,1,0,0,0.25,0.5
PM171624,1,1,0,0,0.25,0.5
PM171625,1,1,0,0,0.25,0.5
PM171626,1,1,0,0,0.25,0.5
PM171627,1,1,0,0,0.25,0.5
PM171628,1,1,0,0,0.25,0.25
PM171629,1,1,0,0,0.25,0.25
PM171630,1,1,0,0,0.25,0.25
PM171631,1,1,0,0,0.25,0.25
PM171632,1,1,0,0,0.25,0.25
PM171633,1,1,0,0,0.25,0.25
PM171634,1,1,0,0,0.25,0.25
PM171635,1,1,0,0,0.25,0.25
PM171636,1,1,0,0,0.25,0.25
PM171637,1,1,0,0,0.25,0.25
PM171638,1,1,0,0,0.25,0.25
PM171639,1,1,0,0,0.25,0.25
PM171640,1,1,0,0,0.25,0.25
PM171641,1,1,0,0,0.25,0.25
PM171643,1,1,0,0,0.25,0.25
PM171644,1,1,0,0,0.25,0.25
PM171645,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171646,1,1,0,0,0.25,0.25
PM171647,1,1,0,0,0.25,0.25
PM171648,1,1,0,0,0.25,0.25
PM171649,1,1,0,0,0.25,0.25
PM171650,1,1,0,0,0.25,0.25
PM171651,1,1,0,0,0.25,0.25
PM171652,1,1,0,0,0.25,0.25
PM171653,1,1,0,0,0.25,0.25
PM171654,1,1,0,0,0.25,0.25
PM171655,1,1,0,0,0.25,0.25
PM171656,1,1,0,0,0.25,0.25
PM171657,1,1,0,0,0.25,0.25
PM171658,1,1,0,0,0.25,0.25
PM171659,1,1,0,0,0.25,0.25
PM171660,1,1,0,0,0.25,0.25
PM171661,1,1,0,0,0.25,0.25
PM171662,1,1,0,0,0.25,0.25
PM171663,1,1,0,0,0.25,0.25
PM171664,1,1,0,0,0.25,0.25
PM171665,1,1,0,0,0.25,0.25
PM171666,1,1,0,0,0.25,0.25
PM171667,1,1,0,0,0.25,0.25
PM171668,1,1,0,0,0.25,0.25
PM171669,1,1,0,0,0.25,0.25
PM171670,1,1,0,0,0.25,0.25
PM171671,1,1,0,0,0.25,0.25
PM171672,1,1,0,0,0.25,0.25
PM171673,1,1,0,0,0.25,0.25
PM171674,1,1,0,0,0.25,0.25
PM171675,1,1,0,0,0.25,0.25
PM171676,1,1,0,0,0.25,0.25
PM171677,1,1,0,0,0.25,0.25
PM171678,1,1,0,0,0.25,0.25
PM171679,1,1,0,0,0.25,0.25
PM171680,1,1,0,0,0.25,0.25
PM171681,1,1,0,0,0.25,0.25
PM171682,1,1,0,0,0.25,0.25
PM171683,1,1,0,0,0.25,0.25
PM171684,1,1,0,0,0.25,0.25
PM171685,1,1,0,0,0.25,0.25
PM171686,1,1,0,0,0.25,0.25
PM171687,1,1,0,0,0.25,0.25
PM171688,1,1,0,0,0.25,0.25
PM171689,1,1,0,0,0.25,0.25
PM171690,1,1,0,0,0.25,0.25
PM171691,1,1,0,0,0.25,0.25
PM171692,1,1,0,0,0.25,0.25
PM171693,1,1,0,0,0.25,0.25
PM171694,1,1,0,0,0.25,0.25
PM171695,1,1,0,0,0.25,0.25
PM171696,1,1,0,0,0.25,0.25
PM171697,1,1,0,0,0.25,0.25
PM171698,1,1,0,0,0.25,0.25
PM171699,1,1,0,0,0.25,0.25
PM171700,1,1,0,0,0.25,0.25
PM171701,1,1,0,0,0.25,0.25
PM171702,1,1,0,0,0.25,0.25
PM171703,1,1,0,0,0.25,0.25
PM171704,1,1,0,0,0.25,0.25
PM171705,1,1,0,0,0.25,0.25
PM171706,1,1,0,0,0.25,0.25
PM171707,1,1,0,0,0.25,0.25
PM171708,1,1,0,0,0.25,0.25
PM171709,1,1,0,0,0.25,0.25
PM171710,1,1,0,0,0.25,0.25
PM171711,1,1,0,0,0.25,0.25
PM171712,1,1,0,0,0.25,0.25
PM171713,1,1,0,0,0.25,0.25
PM171797,1,1,0,0,0.25,0.25
PM171798,1,1,0,0,0.25,0.25
PM171799,1,1,0,0,0.25,0.25
PM171800,1,1,0,0,0.25,0.25
PM171801,1,1,0,0,0.25,0.25
PM171802,1,1,0,0,0.25,0.25
PM171803,1,1,0,0,0.25,0.25
PM171804,1,1,0,0,0.25,0.25
PM171805,1,1,0,0,0.25,0.25
PM171806,1,1,0,0,0.25,0.25
PM171807,1,1,0,0,0.25,0.25
PM171808,1,1,0,0,0.25,0.25
PM171809,1,1,0,0,0.25,0.25
PM171810,1,1,0,0,0.25,0.25
PM171811,1,1,0,0,0.25,0.25
PM171812,1,1,0,0,0.25,0.25
PM171813,1,1,0,0,0.25,0.25
PM171814,1,1,0,0,0.25,0.25
PM171815,1,1,0,0,0.25,0.25
PM171816,1,1,0,0,0.25,0.25
PM171817,1,1,0,0,0.25,0.25
PM171818,1,1,0,0,0.25,0.25
PM171819,1,1,0,0,0.25,0.25
PM171820,1,1,0,0,0.25,0.25
PM171821,1,1,0,0,0.25,0.25
PM171822,1,1,0,0,0.25,0.25
PM171898,3,3,0,0,0.75,0.8333333333333334
PM171900,3,3,0,0,0.75,1.0
PM171903,6,6,0,0,0.5833333333333334,0.6666666666666666
PM171904,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171906,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171907,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171909,6,6,0,0,0.5833333333333334,0.625
PM171910,6,6,0,0,0.5833333333333334,0.625
PM171911,6,6,0,0,0.5833333333333334,0.625
PM171912,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171913,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171914,6,6,0,0,0.5833333333333334,0.6666666666666666
PM171917,5,5,0,0,0.6,0.6
PM171918,5,5,0,0,0.6,0.6
PM171919,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171920,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171921,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171922,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171923,6,6,0,0,0.5833333333333334,0.5750000000000001
PM171924,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171925,6,6,0,0,0.5833333333333334,0.48888888888888893
PM171926,6,6,0,0,0.5833333333333334,0.48333333333333334
PM171928,6,6,0,0,0.5833333333333334,0.6666666666666666
PM171929,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171930,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171931,6,6,0,0,0.5833333333333334,0.9722222222222222
PM171932,6,6,0,0,0.5833333333333334,0.7777777777777777
PM171933,6,6,0,0,0.5833333333333334,0.8611111111111112
PM171934,6,6,0,0,0.5833333333333334,0.5416666666666666
PM171935,6,6,0,0,0.5833333333333334,0.5416666666666666
PM171936,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171951,2,1,1,0,1.6416666666666666,1.5833333333333333
PM171952,6,6,0,0,0.5833333333333334,0.5833333333333334
PM171979,1,1,0,0,3.0,2.0
PM171980,49,49,0,0,5.0,5.183673469387755
PM171981,50,50,0,0,5.0,5.68
PM171982,50,49,1,0,5.0,5.452000000000001
PM171983,50,50,0,0,5.0,5.204333333333334
PM171984,49,48,1,0,5.0,5.470408163265306
PM171985,11,11,0,0,5.0,4.015151515151515
PM171989,13,12,1,0,0.16666666666666666,0.15384615384615385
PM171990,13,12,1,0,0.16666666666666666,0.15384615384615385
PM171991,13,12,1,0,0.16666666666666666,0.15384615384615385
PM171992,13,12,1,0,0.16666666666666666,0.15384615384615385
PM171993,12,12,0,0,0.16666666666666666,0.16666666666666666
PM171994,13,12,1,0,0.16666666666666666,0.15512820512820513
PM171996,13,11,2,0,0.25,0.25
PM171997,13,11,2,0,0.25,0.25
PM171998,13,11,2,0,0.25,0.25
PM171999,13,11,2,0,0.25,0.25
PM172000,13,12,1,0,0.25,0.25
PM172001,13,11,2,0,0.25,0.25
PM172025,4,4,0,0,0.5833333333333334,0.6458333333333334
PM172026,4,4,0,0,0.5833333333333334,0.625
PM172027,4,4,0,0,0.5833333333333334,0.625
PM172028,4,4,0,0,0.5833333333333334,0.625
PM172039,1,1,0,0,0.25,0.25
PM172040,1,1,0,0,0.25,0.25
PM172041,1,1,0,0,0.25,0.25
PM172042,1,1,0,0,0.25,0.25
PM172043,1,1,0,0,0.25,0.25
PM172097,2,1,1,0,1.0833333333333333,1.0
PM172099,2,1,1,0,1.0833333333333333,1.0
PM172106,2,2,0,0,0.25,0.25
PM172107,2,2,0,0,0.25,0.25
PM172108,2,2,0,0,0.25,0.25
PM172109,2,2,0,0,0.25,0.25
PM172110,2,2,0,0,0.25,0.25
PM172111,2,2,0,0,0.25,0.25
PM172112,1,1,0,0,0.25,0.25
PM172114,2,2,0,0,0.25,0.25
PM172115,2,2,0,0,0.25,0.25
PM172116,2,2,0,0,0.25,0.25
PM172117,2,2,0,0,0.25,0.25
PM172118,2,2,0,0,0.25,0.25
PM172119,2,2,0,0,0.25,0.25
PM172130,3,3,0,0,0.5833333333333334,1.25
PM172131,3,3,0,0,0.5833333333333334,0.75
PM172132,3,3,0,0,0.5833333333333334,0.75
PM172133,3,3,0,0,0.5833333333333334,0.75
PM172134,3,3,0,0,0.5833333333333334,0.75
PM172135,3,3,0,0,0.5833333333333334,0.75
PM172136,3,3,0,0,0.5833333333333334,0.75
PM172137,3,3,0,0,0.5833333333333334,0.75
PM172138,3,3,0,0,0.5833333333333334,1.1388888888888888
PM172139,3,3,0,0,0.5833333333333334,0.75
PM172140,3,3,0,0,0.5833333333333334,0.75
PM172141,3,3,0,0,0.5833333333333334,0.75
PM172142,3,3,0,0,0.5833333333333334,0.75
PM172143,3,3,0,0,0.5833333333333334,1.0833333333333333
PM172144,3,3,0,0,0.5833333333333334,0.75
PM172145,3,3,0,0,0.5833333333333334,0.75
PM172146,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172147,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172148,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172149,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172150,3,3,0,0,0.5833333333333334,1.4833333333333334
PM172151,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172152,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172153,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172154,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172155,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172156,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172158,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172159,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172160,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172161,3,3,0,0,0.5833333333333334,1.5833333333333333
PM172162,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172163,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172164,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172165,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172166,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172167,3,3,0,0,0.6666666666666666,0.8333333333333334
PM172168,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172169,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172171,3,3,0,0,0.6666666666666666,0.8333333333333334
PM172172,3,3,0,0,0.6666666666666666,0.8333333333333334
PM172173,3,3,0,0,0.6666666666666666,0.8333333333333334
PM172174,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172175,3,2,1,0,0.6666666666666666,0.8333333333333334
PM172177,3,3,0,0,0.6666666666666666,1.1666666666666667
PM172178,3,3,0,0,0.6666666666666666,1.1666666666666667
