"PMNUM","TIMES_SCHEDULED","TIMES_ONTIME","TIMES_LATE","TIMES_NOT_COMPLETED","AVG_PLANNED_HRS","AVG_ACTUAL_HRS"
PM101303,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101304,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101305,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101306,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101307,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101308,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101309,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101310,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101311,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101312,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101313,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101314,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101315,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101316,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101317,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101318,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101319,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101320,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101321,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101322,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101323,2,2,0,0,0.8333333333333334,0.8333333333333334
PM101324,2,2,0,0,0.8333333333333334,0.9583333333333333
PM101325,4,2,2,0,0.5,0.5
PM101326,12,9,3,0,0.5,0.5
PM101327,12,10,2,0,0.5,0.5
PM101328,12,9,3,0,0.5,0.5
PM101329,51,38,13,0,0.5,0.41176470588235287
PM101330,1,0,1,0,0.25,0.5
PM101331,1,1,0,0,0.25,1.0
PM101332,1,0,1,0,0.25,0.5
PM101338,1,1,0,0,0.25,0.25
PM101339,12,9,3,0,0.16666666666666666,0.5416666666666666
PM101340,11,5,6,0,4.166666666666666,0.2196969696969697
PM101342,12,11,1,0,2.3333333333333335,2.2916666666666665
PM101343,13,12,1,0,2.3076923076923075,2.269230769230769
PM101430,1,1,0,0,0.0,2.0
PM101431,1,1,0,0,0.5,0.5
PM101433,1,0,1,0,2.5833333333333335,2.5
PM101434,1,1,0,0,1.5,1.5
PM101437,4,4,0,0,1.5,1.5
PM101438,4,4,0,0,1.5,1.5
PM101448,1,1,0,0,6.0,6.0
PM101449,4,4,0,0,1.5,1.5
PM101454,1,1,0,0,5.0,4.0
PM101455,12,12,0,0,1.0416666666666667,1.0416666666666667
PM101456,12,12,0,0,1.0416666666666667,1.0416666666666667
PM101457,12,12,0,0,2.0,2.0
PM101458,4,4,0,0,1.0,1.0
PM101459,12,12,0,0,1.9861111111111114,1.736111111111111
PM101460,12,12,0,0,1.0,1.0
PM101462,12,12,0,0,0.5,0.5
PM101463,4,4,0,0,0.5,0.5
PM101464,4,4,0,0,0.5,0.37916666666666665
PM101465,1,1,0,0,3.0,2.75
PM101466,12,12,0,0,4.0,5.125
PM101467,11,11,0,0,4.0,9.295454545454545
PM101468,4,4,0,0,1.0,0.7541666666666667
PM101469,1,1,0,0,3.0,3.0
PM101470,1,1,0,0,4.0,4.0
PM101471,4,4,0,0,1.0,1.0
PM101472,4,4,0,0,1.0,1.0
PM101473,1,1,0,0,4.0,4.0
PM101474,1,1,0,0,3.0,3.0
PM101475,4,4,0,0,1.0,1.0
PM101476,4,4,0,0,1.0,1.0
PM101477,4,4,0,0,1.0,1.0
PM101478,4,4,0,0,1.0,1.0
PM101479,4,4,0,0,0.25,0.25
PM101480,4,4,0,0,0.25,0.25
PM101481,4,4,0,0,0.25,0.25
PM101482,4,4,0,0,0.25,0.25
PM101483,4,4,0,0,0.25,0.25
PM101484,4,4,0,0,0.25,0.25
PM101485,4,4,0,0,0.25,0.25
PM101486,4,4,0,0,0.25,0.3125
PM101488,2,2,0,0,1.0,1.0
PM101489,2,2,0,0,1.0,1.0
PM101490,2,2,0,0,1.0,1.0
PM101491,1,1,0,0,8.0,8.0
PM101492,8,8,0,0,2.8125,2.8125
PM101493,6,6,0,0,0.8055555555555555,0.8055555555555555
PM101494,4,4,0,0,2.0,2.0
PM101495,4,4,0,0,2.5,2.5
PM101496,2,2,0,0,1.0,1.0
PM101497,2,2,0,0,1.0,1.0
PM101498,2,1,1,0,1.0,1.0
PM101499,2,2,0,0,1.0,1.0
PM101500,2,2,0,0,1.0,1.0
PM101501,2,2,0,0,1.0,1.0
PM101502,2,2,0,0,1.0,1.0
PM101503,2,2,0,0,1.0,1.0
PM101504,2,2,0,0,1.0,1.0
PM101505,2,2,0,0,0.5,0.5
PM101506,2,2,0,0,0.5,0.5
PM101507,2,2,0,0,0.5,0.5
PM101508,2,2,0,0,0.5,0.5
PM101509,2,2,0,0,0.5,0.5
PM101510,2,2,0,0,0.5,0.5
PM101511,2,2,0,0,0.5,0.5
PM101512,2,2,0,0,0.5,0.5
PM101513,2,2,0,0,0.5,0.5
PM101514,2,2,0,0,0.5,0.5
PM101515,2,2,0,0,0.5,0.5
PM101516,2,2,0,0,0.5,0.5
PM101517,2,2,0,0,0.5,0.5
PM101518,2,2,0,0,0.5,0.5
PM101519,2,2,0,0,0.5,0.5
PM101520,2,2,0,0,0.5,0.5
PM101521,2,2,0,0,0.5,0.5
PM101522,2,2,0,0,0.5,0.5
PM101523,2,2,0,0,0.5,0.5
PM101524,1,1,0,0,0.5,0.5
PM101525,2,2,0,0,0.5,0.5
PM101526,2,2,0,0,0.5,0.5
PM101527,1,1,0,0,4.0,4.0
PM101529,2,2,0,0,0.5,0.5
PM101530,2,2,0,0,0.5,0.5
PM101531,1,1,0,0,0.5,0.5
PM101532,2,2,0,0,0.5,0.5
PM101533,2,2,0,0,0.5,0.5
PM101534,2,2,0,0,0.5,0.5
PM101535,2,2,0,0,0.5,0.5
PM101536,2,2,0,0,0.5,0.5
PM101537,1,1,0,0,0.5,0.5
PM101538,3,3,0,0,0.5,0.5
PM101539,2,2,0,0,0.5,0.5
PM101540,2,2,0,0,0.5,0.5
PM101541,2,2,0,0,0.5,0.5
PM101542,2,2,0,0,0.5,0.5
PM101543,2,2,0,0,0.5,0.5
PM101544,2,2,0,0,0.5,0.5
PM101545,4,4,0,0,0.5,0.5
PM101546,4,4,0,0,0.5,0.5
PM101547,4,4,0,0,0.5,0.5
PM101548,4,4,0,0,0.5,0.5
PM101549,4,4,0,0,0.5,0.5
PM101550,4,4,0,0,0.5,0.5
PM101551,4,4,0,0,0.5,0.5
PM101552,4,4,0,0,0.5,0.5
PM101553,3,3,0,0,0.5,0.5
PM101554,4,4,0,0,0.5,0.5
PM101555,4,4,0,0,0.5,0.5
PM101556,4,4,0,0,0.5,0.5
PM101557,4,4,0,0,0.5,0.5
PM101558,4,4,0,0,0.5,0.5
PM101559,3,3,0,0,0.5,0.5
PM101560,4,4,0,0,0.5,0.5
PM101561,4,4,0,0,0.5,0.5
PM101562,4,4,0,0,0.5,0.5
PM101563,4,4,0,0,0.5,0.5
PM101564,4,4,0,0,0.5,0.5
PM101565,4,4,0,0,0.5,0.5
PM101566,4,4,0,0,0.5,0.5
PM101567,4,4,0,0,0.5,0.5
PM101568,4,4,0,0,0.5,0.5
PM101569,4,4,0,0,0.5,0.5
PM101570,4,4,0,0,0.5,0.5
PM101571,4,4,0,0,0.5,0.5
PM101572,4,4,0,0,0.5,0.5
PM101573,3,3,0,0,0.5,0.5
PM101574,4,4,0,0,0.5,0.5
PM101575,4,4,0,0,0.5,0.5
PM101576,4,4,0,0,0.5,0.5
PM101577,4,4,0,0,0.5,0.5
PM101578,4,4,0,0,0.5,0.5
PM101579,4,4,0,0,0.5,0.5
PM101580,4,4,0,0,0.5,0.5
PM101581,4,4,0,0,0.5,0.5
PM101582,4,4,0,0,0.5,0.5
PM101583,4,4,0,0,0.5,0.5
PM101584,4,4,0,0,0.5,0.5
PM101585,4,4,0,0,0.5,0.5
PM101586,4,4,0,0,0.5,0.5
PM101587,3,3,0,0,0.5,0.5
PM101588,3,3,0,0,0.5,0.5
PM101589,3,3,0,0,0.5,0.5
PM101590,4,4,0,0,0.5,0.5
PM101591,4,4,0,0,0.5,0.5
PM101592,4,4,0,0,0.5,0.5
PM101593,4,4,0,0,0.5,0.5
PM101594,4,4,0,0,0.5,0.5
PM101595,4,4,0,0,0.5,0.5
PM101596,4,4,0,0,0.5,0.5
PM101597,4,4,0,0,0.5,0.5
PM101598,4,4,0,0,0.5,0.5
PM101599,4,4,0,0,0.5,0.5
PM101600,4,4,0,0,0.5,0.5
PM101601,4,4,0,0,0.5,0.5
PM101602,4,4,0,0,1.0,1.0
PM101603,12,12,0,0,0.25,0.25
PM101606,11,11,0,0,0.7999999999999999,0.7999999999999999
PM101607,11,11,0,0,0.7999999999999999,0.7999999999999999
PM101608,4,4,0,0,1.25,1.25
PM101609,12,12,0,0,0.75,0.75
PM101610,12,12,0,0,0.75,0.75
PM101611,12,12,0,0,0.5,0.6041666666666666
PM101612,12,12,0,0,0.7916666666666666,0.8125
PM101613,12,12,0,0,0.5,0.5
PM101614,12,12,0,0,0.5,0.5
PM101615,12,12,0,0,0.5,0.5
PM101616,12,12,0,0,0.5,0.5
PM101617,12,12,0,0,0.75,0.75
PM101619,12,12,0,0,0.75,0.75
PM101620,12,12,0,0,0.75,0.75
PM101621,12,12,0,0,0.75,0.75
PM101622,12,12,0,0,0.75,0.75
PM101623,12,12,0,0,1.0,1.0
PM101624,12,12,0,0,1.0,1.0
PM101627,1,1,0,0,0.5,0.5
PM101629,4,4,0,0,0.5,0.5
PM101630,4,4,0,0,0.5,0.5
PM101633,2,2,0,0,2.5,2.5
PM101634,2,2,0,0,2.5,2.5
PM101635,2,2,0,0,2.5,2.5
PM101636,2,2,0,0,2.5,2.5
PM101637,2,2,0,0,0.5,0.5
PM101638,2,2,0,0,0.5,0.5
PM101640,2,2,0,0,2.5,2.5
PM101641,2,2,0,0,3.5,3.5
PM101644,12,12,0,0,1.5,1.5
PM101645,12,12,0,0,1.5,1.5
PM101646,12,12,0,0,1.5,1.5
PM101648,12,12,0,0,2.0,2.0
PM101651,12,12,0,0,0.5,0.4791666666666667
PM101656,12,12,0,0,1.0,1.0
PM101657,12,12,0,0,2.25,2.25
PM101658,11,11,0,0,2.0,1.9545454545454546
PM101659,12,12,0,0,0.8125,0.8125
PM101662,12,12,0,0,0.5,0.5
PM101663,12,12,0,0,1.0,1.0
PM101664,12,12,0,0,1.0,1.0
PM101665,12,12,0,0,0.5,0.5
PM101666,12,12,0,0,0.5,0.5
PM101668,4,4,0,0,0.5,0.5
PM101669,4,4,0,0,0.5,0.5
PM101674,4,4,0,0,1.0,1.0
PM101675,3,3,0,0,1.0,1.0
PM101678,3,3,0,0,1.1944444444444444,1.1944444444444444
PM101679,4,4,0,0,1.1458333333333333,1.1458333333333333
PM101680,4,4,0,0,1.1458333333333333,1.1458333333333333
PM101681,3,3,0,0,1.1944444444444444,1.1944444444444444
PM101682,4,4,0,0,1.25,1.25
PM101683,4,4,0,0,1.25,1.25
PM101684,2,2,0,0,2.5,2.5
PM101685,2,2,0,0,1.0,1.0
PM101687,2,2,0,0,32.0,24.5
PM101688,4,4,0,0,1.0625,1.0625
PM101690,2,2,0,0,2.5,2.5
PM101691,2,2,0,0,32.0,24.0
PM101692,6,6,0,0,1.222222222222222,1.2083333333333333
PM101693,12,12,0,0,1.0555555555555556,1.027777777777778
PM101694,12,12,0,0,1.0555555555555556,1.027777777777778
PM101695,6,6,0,0,1.222222222222222,1.222222222222222
PM101696,6,6,0,0,0.8055555555555555,0.8055555555555555
PM101697,2,2,0,0,1.5,1.5
PM101698,2,2,0,0,1.5,1.5
PM101699,2,2,0,0,1.5,1.5
PM101700,2,2,0,0,1.5,1.0
PM101701,2,2,0,0,1.5,1.5
PM101702,2,2,0,0,1.5,1.5
PM101703,3,3,0,0,1.3333333333333333,1.3333333333333333
PM101704,3,3,0,0,1.3333333333333333,1.3333333333333333
PM101705,2,2,0,0,1.5,1.5
PM101706,2,2,0,0,1.5,1.5
PM101707,2,2,0,0,1.5,1.5
PM101708,2,2,0,0,1.5,1.5
PM101709,2,2,0,0,1.5,1.5
PM101710,2,2,0,0,1.25,1.25
PM101711,2,2,0,0,1.25,1.25
PM101712,2,2,0,0,1.5,1.5
PM101713,3,3,0,0,1.3333333333333333,1.3333333333333333
PM101714,3,3,0,0,1.3333333333333333,1.3333333333333333
PM101715,2,2,0,0,1.0,1.0
PM101716,2,2,0,0,1.0,1.0
PM101717,2,2,0,0,1.0,1.0
PM101718,2,2,0,0,1.0,1.0
PM101719,2,2,0,0,1.0,1.0
PM101720,2,2,0,0,1.0,1.0
PM101721,2,2,0,0,1.0,1.0
PM101722,2,2,0,0,1.0,1.0
PM101723,2,2,0,0,1.0,1.0
PM101724,2,2,0,0,1.0,1.0
PM101725,2,2,0,0,0.5,0.5
PM101726,2,2,0,0,0.5,0.5
PM101728,2,2,0,0,0.5,0.5
PM101729,2,2,0,0,0.5,0.5
PM101730,2,2,0,0,0.5,0.5
PM101731,2,2,0,0,0.5,0.5
PM101732,2,2,0,0,0.5,0.5
PM101733,2,2,0,0,0.5,0.5
PM101734,2,2,0,0,0.5,0.5
PM101736,2,2,0,0,32.0,23.5
PM101737,4,4,0,0,0.5,0.5
PM101738,4,4,0,0,0.5,0.5
PM101739,4,4,0,0,0.5,0.5
PM101740,4,4,0,0,0.5,0.5
PM101741,4,4,0,0,0.5,0.5
PM101742,4,4,0,0,0.5,0.5
PM101743,4,4,0,0,0.5,0.5
PM101744,4,4,0,0,0.5,0.5
PM101745,4,4,0,0,0.5,0.5
PM101746,4,4,0,0,0.5,0.5
PM101747,4,4,0,0,0.5,0.5
PM101748,4,4,0,0,0.5,0.5
PM101749,4,4,0,0,0.5,0.5
PM101750,4,4,0,0,0.5,0.5
PM101751,4,4,0,0,0.5,0.5
PM101752,4,4,0,0,0.5,0.5
PM101753,4,4,0,0,0.5,0.5
PM101754,4,4,0,0,0.5,0.5
PM101755,4,4,0,0,0.5,0.5
PM101756,4,4,0,0,0.5,0.5
PM101757,4,4,0,0,0.5,0.5
PM101758,11,11,0,0,0.5,0.45606060606060606
PM101759,12,12,0,0,0.5,0.5
PM101760,4,4,0,0,4.0,4.0
PM101761,12,12,0,0,0.5,0.5
PM101762,12,12,0,0,0.75,0.75
PM101763,1,1,0,0,6.0,6.0
PM101764,12,12,0,0,0.8541666666666666,0.8541666666666666
PM101765,12,12,0,0,0.625,0.625
PM101766,12,12,0,0,0.625,0.625
PM101767,12,12,0,0,0.625,0.625
PM101768,12,12,0,0,0.625,0.625
PM101769,11,11,0,0,0.5,0.5
PM101770,11,11,0,0,0.5,0.5
PM101771,11,11,0,0,0.5,0.5
PM101772,12,12,0,0,0.625,0.625
PM101773,11,11,0,0,0.5,0.5
PM101774,11,11,0,0,0.5,0.5
PM101780,12,12,0,0,0.75,0.7291666666666666
PM101781,12,12,0,0,0.75,0.7291666666666666
PM101782,12,12,0,0,0.75,0.75
PM101783,12,12,0,0,0.75,0.75
PM101784,12,12,0,0,0.75,0.75
PM101785,12,12,0,0,0.75,0.75
PM101790,1,1,0,0,0.25,0.25
PM101791,1,1,0,0,0.25,0.5
PM101792,2,2,0,0,0.5,0.5
PM101793,12,12,0,0,0.5,0.5
PM101796,1,1,0,0,2.5,2.5
PM101797,2,2,0,0,0.5,0.5
PM101800,12,12,0,0,1.0,1.0416666666666667
PM101801,2,2,0,0,1.0,1.0
PM101802,11,11,0,0,1.0,1.0
PM101803,12,12,0,0,1.0,1.0
PM101805,12,12,0,0,1.0,1.0
PM101806,12,12,0,0,1.0,1.0
PM101809,12,12,0,0,1.0,1.0
PM101810,12,12,0,0,1.5,1.5
PM101811,12,12,0,0,1.0,1.0
PM101812,12,12,0,0,1.0,1.0
PM101813,11,11,0,0,0.5,0.5
PM101814,12,12,0,0,0.5,0.5
PM101815,12,12,0,0,0.5,0.5
PM101816,12,12,0,0,1.0,1.0
PM101817,12,12,0,0,0.75,0.7708333333333334
PM101818,12,12,0,0,2.0,2.0
PM101821,2,2,0,0,0.25,0.25
PM101822,2,2,0,0,0.25,0.25
PM101823,2,2,0,0,0.25,0.25
PM101824,4,4,0,0,0.5,0.5
PM101825,4,4,0,0,0.75,0.75
PM101826,1,1,0,0,0.75,0.75
PM101870,2,2,0,0,2.5,2.5
PM101871,2,2,0,0,1.5,1.5
PM101872,2,2,0,0,2.0,2.0
PM101873,1,1,0,0,2.5,2.5
PM101876,4,4,0,0,3.0,3.0
PM101877,6,6,0,0,1.9305555555555554,1.9305555555555554
PM101878,6,6,0,0,1.9305555555555554,1.9305555555555554
PM101879,2,2,0,0,0.5,0.5
PM101881,2,2,0,0,0.5,0.5
PM101882,2,2,0,0,0.5,0.5
PM101883,2,2,0,0,0.5,0.5
PM101884,2,2,0,0,0.5,0.5
PM101885,2,2,0,0,0.5,0.5
PM101886,2,2,0,0,0.5,0.5
PM101887,2,2,0,0,0.5,0.5
PM101888,2,2,0,0,0.5,0.5
PM101889,1,1,0,0,1.0,1.0
PM101890,2,2,0,0,1.5,1.5
PM101891,2,2,0,0,1.5,1.5
PM101892,2,2,0,0,1.25,1.25
PM101893,2,2,0,0,1.25,1.25
PM101894,2,2,0,0,1.25,1.25
PM101895,2,2,0,0,1.25,1.25
PM101896,2,2,0,0,1.25,1.25
PM101897,1,1,0,0,1.5,1.5
PM101898,2,2,0,0,1.5,1.5
PM101899,2,2,0,0,1.0,1.0
PM101900,2,2,0,0,1.0,1.0
PM101901,2,2,0,0,1.0,1.0
PM101902,2,2,0,0,1.0,1.0
PM101903,2,2,0,0,1.0,1.0
PM101904,2,2,0,0,1.0,1.0
PM101905,2,2,0,0,1.0,1.0
PM101906,2,2,0,0,1.0,1.0
PM101907,2,2,0,0,1.0,1.0
PM101908,12,12,0,0,0.75,0.75
PM101909,11,11,0,0,0.75,0.75
PM101912,6,6,0,0,4.402777777777778,3.0527777777777776
PM101913,12,12,0,0,0.5,0.5
PM101914,12,12,0,0,0.5,0.5
PM101915,12,12,0,0,0.75,0.75
PM101916,12,12,0,0,0.75,0.75
PM101917,12,12,0,0,0.75,0.75
PM101921,1,1,0,0,1.0,1.0
PM101923,1,1,0,0,1.0,1.0
PM101924,2,2,0,0,0.5,0.5
PM101925,2,2,0,0,0.5,0.5
PM101926,2,2,0,0,0.5,0.5
PM101927,1,1,0,0,1.0,1.0
PM101928,1,1,0,0,1.0,1.0
PM101929,1,1,0,0,0.5,0.5
PM101930,1,1,0,0,0.5,0.5
PM101931,1,1,0,0,0.25,0.25
PM101932,1,1,0,0,0.25,0.25
PM101933,2,2,0,0,3.5,3.5
PM101934,2,2,0,0,2.5,2.5
PM102000,2,2,0,0,2.5,2.5
PM102007,12,12,0,0,1.9166666666666667,1.6263888888888889
PM102008,12,12,0,0,1.9166666666666667,1.7916666666666667
PM102009,12,12,0,0,1.9166666666666667,1.7583333333333335
PM102010,2,2,0,0,1.0,1.5
PM102011,2,2,0,0,1.0,1.5
PM102012,2,2,0,0,1.0,1.5
PM102014,12,12,0,0,0.5,0.4666666666666666
PM102015,12,12,0,0,0.5,0.4666666666666666
PM102016,12,12,0,0,8.0,8.0
PM102040,12,12,0,0,0.5,0.5
PM102042,12,12,0,0,0.5,0.5
PM102043,12,12,0,0,0.5,0.5
PM102044,12,12,0,0,0.5,0.5
PM102045,12,12,0,0,0.5,0.5
PM102049,12,12,0,0,0.5,0.5
PM102055,12,12,0,0,0.5,0.5
PM102057,11,11,0,0,0.5,0.5
PM102058,12,12,0,0,0.5,0.5
PM102059,11,11,0,0,0.5,0.5
PM102061,12,12,0,0,0.5,0.5
PM102062,12,12,0,0,0.5,0.5
PM102063,11,11,0,0,0.5,0.5
PM102064,12,12,0,0,0.5,0.5
PM102067,12,12,0,0,0.5,0.5
PM102068,11,11,0,0,0.5,0.5
PM102069,8,8,0,0,0.5,0.5
PM102070,12,12,0,0,0.5,0.5
PM102071,12,12,0,0,0.5,0.5
PM102072,12,12,0,0,0.5,0.5
PM102073,12,12,0,0,0.5,0.5
PM102074,12,12,0,0,0.5,0.5
PM102075,12,12,0,0,0.5,0.5
PM102076,12,12,0,0,0.5,0.5
PM102077,12,12,0,0,0.5,0.5
PM102078,12,12,0,0,0.5,0.5
PM102079,12,12,0,0,0.5,0.5
PM102080,12,12,0,0,0.5,0.5
PM102081,12,12,0,0,0.5,0.5
PM102082,12,12,0,0,0.5,0.5
PM102083,12,12,0,0,0.5,0.5
PM102084,11,11,0,0,0.5,0.5
PM102085,12,12,0,0,3.0,3.0
PM102087,12,12,0,0,3.0,2.7513888888888887
PM102088,2,2,0,0,12.0,8.25
PM102089,2,2,0,0,12.0,8.25
PM102090,12,12,0,0,2.5416666666666665,2.5416666666666665
PM102091,11,11,0,0,2.409090909090909,2.409090909090909
PM102095,12,12,0,0,1.0,1.0
PM102096,12,12,0,0,1.0,1.0
PM102097,2,2,0,0,0.75,0.75
PM102101,12,12,0,0,1.1805555555555556,1.2472222222222222
PM102103,12,12,0,0,1.0,1.0
PM102104,12,12,0,0,0.75,0.75
PM102106,12,12,0,0,2.0,2.0
PM102107,2,2,0,0,4.0,4.0
PM102108,4,4,0,0,0.5,0.5
PM102109,4,4,0,0,0.5,0.5
PM102114,2,2,0,0,1.5,1.5
PM102115,2,2,0,0,1.0,1.0
PM102116,2,2,0,0,1.0,1.0
PM102117,12,12,0,0,1.5097222222222222,1.5611111111111111
PM102118,2,2,0,0,8.0,8.0
PM102119,1,1,0,0,8.0,8.0
PM102120,2,2,0,0,8.0,7.0
PM102122,12,12,0,0,1.5,1.5
PM102123,2,2,0,0,3.0,3.0
PM102124,2,2,0,0,1.0,1.0
PM102125,2,2,0,0,1.0,1.0
PM102126,2,2,0,0,1.0,1.0
PM102127,2,2,0,0,1.0,1.0
PM102128,2,2,0,0,1.0,1.0
PM102129,2,2,0,0,1.0,1.0
PM102130,2,2,0,0,1.0,1.0
PM102131,2,2,0,0,1.0,1.0
PM102132,2,2,0,0,1.0,1.0
PM102133,2,2,0,0,0.5,0.5
PM102134,2,2,0,0,1.5,1.25
PM102135,2,2,0,0,1.5,1.5
PM102136,2,2,0,0,1.5,1.5
PM102137,2,2,0,0,1.5,1.5
PM102138,2,2,0,0,1.0,1.0
PM102139,2,2,0,0,1.0,1.0
PM102140,3,3,0,0,1.1666666666666667,1.1666666666666667
PM102141,3,3,0,0,1.1666666666666667,1.1666666666666667
PM102142,2,2,0,0,1.5,1.5
PM102143,3,3,0,0,1.1666666666666667,1.3333333333333333
PM102144,3,3,0,0,1.1666666666666667,1.1666666666666667
PM102145,2,2,0,0,1.0,1.0
PM102146,2,2,0,0,0.5,0.5
PM102147,2,2,0,0,0.5,0.5
PM102148,2,2,0,0,0.5,0.5
PM102149,2,2,0,0,0.5,0.5
PM102150,2,2,0,0,0.5,0.5
PM102151,2,2,0,0,0.5,0.5
PM102152,2,2,0,0,0.5,0.5
PM102153,2,2,0,0,0.5,0.5
PM102154,2,2,0,0,0.5,0.5
PM102157,12,12,0,0,1.0,1.0
PM102158,6,6,0,0,2.138888888888889,2.1861111111111113
PM102160,4,4,0,0,1.25,1.25
PM102161,12,12,0,0,0.5,0.5
PM102162,12,12,0,0,0.5,0.5
PM102165,12,12,0,0,0.75,0.75
PM102166,4,4,0,0,0.75,0.75
PM102167,12,12,0,0,0.75,0.75
PM102168,12,12,0,0,0.75,0.7291666666666666
PM102169,12,12,0,0,0.75,0.75
PM102170,12,12,0,0,1.0,1.0
PM102171,12,12,0,0,1.0,1.0
PM102172,2,2,0,0,2.0,2.0
PM102173,2,2,0,0,2.0,2.0
PM102174,2,2,0,0,1.0,1.0
PM102176,2,2,0,0,1.0,1.0
PM102177,2,2,0,0,1.0,1.0
PM102178,2,2,0,0,1.0,1.0
PM102179,2,2,0,0,1.0,1.0
PM102180,2,2,0,0,1.0,1.0
PM102181,2,2,0,0,1.0,1.0
PM102182,2,2,0,0,5.15,5.15
PM102184,2,2,0,0,0.5,0.5
PM102185,1,1,0,0,2.5,2.5
PM102186,1,1,0,0,2.5,2.5
PM102190,4,4,0,0,0.5,0.5
PM102191,4,4,0,0,0.5,0.5
PM102192,4,4,0,0,0.5,0.5
PM102193,11,11,0,0,0.5,0.5
PM102194,11,11,0,0,0.5,0.5
PM102195,11,11,0,0,0.5,0.5
PM102196,2,2,0,0,0.5,0.5
PM102198,2,2,0,0,0.25,0.25
PM102199,2,2,0,0,0.25,0.25
PM102202,1,1,0,0,8.0,8.0
PM102204,1,1,0,0,1.5,2.0
PM102205,1,1,0,0,1.0,1.0
PM102206,1,1,0,0,1.0,1.0
PM102207,1,1,0,0,1.5,1.0
PM102208,1,1,0,0,1.5,1.0
PM102209,1,1,0,0,1.5,1.0
PM102210,3,3,0,0,0.5,0.5
PM102211,3,3,0,0,6.0,6.0
PM102212,3,3,0,0,4.0,4.0
PM102213,3,3,0,0,3.0,4.666666666666667
PM102214,3,2,1,0,3.3333333333333335,3.3333333333333335
PM102216,3,3,0,0,3.0,3.0
PM102217,3,3,0,0,2.0,2.0
PM102218,3,2,1,0,3.0,3.0
PM102219,3,3,0,0,4.0,4.0
PM102220,3,2,1,0,3.3333333333333335,3.3333333333333335
PM102221,3,3,0,0,8.0,10.0
PM102222,3,3,0,0,2.3333333333333335,2.3333333333333335
PM102223,3,3,0,0,6.0,6.0
PM102225,3,3,0,0,1.3333333333333333,1.3333333333333333
PM102227,4,4,0,0,1.0,1.25
PM102228,2,2,0,0,1.0,1.0
PM102229,2,2,0,0,1.0,1.0
PM102230,2,2,0,0,1.0,1.0
PM102231,2,2,0,0,1.0,1.0
PM102232,2,2,0,0,1.0,1.0
PM102233,2,2,0,0,1.0,1.0
PM102234,2,2,0,0,1.0,1.0
PM102236,3,3,0,0,3.0,3.0
PM102237,3,3,0,0,3.0,3.0
PM102238,3,3,0,0,2.0,2.0
PM102239,3,3,0,0,4.0,4.0
PM102240,3,3,0,0,3.0,3.0
PM102241,3,3,0,0,2.0,2.0
PM102242,3,3,0,0,2.0,2.0
PM102243,3,2,1,0,2.6666666666666665,2.6666666666666665
PM102244,2,2,0,0,2.0,2.0
PM102245,2,2,0,0,2.0,2.0
PM102246,3,3,0,0,3.0,3.0
PM102247,3,3,0,0,4.0,4.0
PM102248,3,3,0,0,4.0,4.0
PM102249,3,3,0,0,4.0,4.0
PM102250,3,3,0,0,3.0,3.0
PM102252,3,3,0,0,3.0,3.0
PM102253,3,3,0,0,2.0,2.0
PM102254,3,3,0,0,2.0,2.0
PM102255,3,3,0,0,3.0,3.0
PM102256,3,3,0,0,2.0,2.0
PM102257,3,3,0,0,2.0,2.0
PM102258,3,3,0,0,4.0,4.0
PM102259,4,4,0,0,1.0,1.0
PM102260,4,4,0,0,1.0,1.0
PM102261,3,3,0,0,2.0,2.0
PM102262,3,3,0,0,2.0,2.0
PM102263,3,3,0,0,1.0,1.0
PM102264,2,2,0,0,1.5,1.5
PM102265,2,2,0,0,1.0,1.0
PM102266,3,3,0,0,1.0,1.0
PM102268,3,3,0,0,4.0,4.0
PM102272,3,3,0,0,2.0,1.8055555555555556
PM102273,3,3,0,0,2.0,2.0
PM102275,2,2,0,0,1.0,1.0
PM102276,2,2,0,0,1.0,1.0
PM102277,11,10,1,0,1.0,0.9106060606060606
PM102278,3,3,0,0,4.0,4.0
PM102279,2,2,0,0,2.5,2.5
PM102282,6,6,0,0,4.0,4.0
PM102283,6,6,0,0,2.0,2.0
PM102284,5,5,0,0,2.0,2.0
PM102285,5,5,0,0,2.0,2.0
PM102287,12,12,0,0,1.3333333333333333,1.3333333333333333
PM102288,2,2,0,0,2.0,2.0
